Accession,SRA_Accession,Authors,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT797704,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK06-29,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK06-29"
MT797705,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK09-30,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2009/5/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK09-30"
MT797706,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK09-31,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2009/5/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK09-31"
MT797707,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK11-32,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2011/2/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK11-32"
MT797708,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK11-33,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2011/5/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK11-33"
MT797709,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK11-34,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2011/5/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK11-34"
MT797710,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK11-35,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2011/7/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK11-35"
MT797711,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK12-36,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2012/1/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK12-36"
MT797712,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK13-37,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2013/2/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK13-37"
MT797713,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK13-38,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2013/5/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK13-38"
MT797714,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK13-39,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2013/5/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK13-39"
MT797715,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK16-40,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2016/1/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK16-40"
MT797716,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK16-41,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3516,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2016/1/1,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: HK16-41"
MT797717,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK04-01,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2004/4/1,,"Human coronavirus 229E isolate HK04-01 nucleocapsid protein (N) gene, complete cds"
MT797718,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK04-02,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2004/6/1,,"Human coronavirus 229E isolate HK04-02 nucleocapsid protein (N) gene, complete cds"
MT797719,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-03,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/2/1,,"Human coronavirus 229E isolate HK05-03 nucleocapsid protein (N) gene, complete cds"
MT797720,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-04,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/3/1,,"Human coronavirus 229E isolate HK05-04 nucleocapsid protein (N) gene, complete cds"
MT797721,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-05,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/4/1,,"Human coronavirus 229E isolate HK05-05 nucleocapsid protein (N) gene, complete cds"
MT797722,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-06,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/10/1,,"Human coronavirus 229E isolate HK05-06 nucleocapsid protein (N) gene, complete cds"
MT797723,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-07,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/11/1,,"Human coronavirus 229E isolate HK05-07 nucleocapsid protein (N) gene, complete cds"
MT797724,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-08,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/11/1,,"Human coronavirus 229E isolate HK05-08 nucleocapsid protein (N) gene, complete cds"
MT797725,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-09,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/11/1,,"Human coronavirus 229E isolate HK05-09 nucleocapsid protein (N) gene, complete cds"
MT797726,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-10,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/11/1,,"Human coronavirus 229E isolate HK05-10 nucleocapsid protein (N) gene, complete cds"
MT797727,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-11,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-11 nucleocapsid protein (N) gene, complete cds"
MT797728,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-12,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-12 nucleocapsid protein (N) gene, complete cds"
MT797729,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-13,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-13 nucleocapsid protein (N) gene, complete cds"
MT797730,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-14,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-14 nucleocapsid protein (N) gene, complete cds"
MT797731,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-15,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-15 nucleocapsid protein (N) gene, complete cds"
MT797732,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-16,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-16 nucleocapsid protein (N) gene, complete cds"
MT797733,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-17,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-17 nucleocapsid protein (N) gene, complete cds"
MT797734,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-18,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-18 nucleocapsid protein (N) gene, complete cds"
MT797735,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-19,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-19 nucleocapsid protein (N) gene, complete cds"
MT797736,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-20,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-20 nucleocapsid protein (N) gene, complete cds"
MT797737,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-21,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-21 nucleocapsid protein (N) gene, complete cds"
MT797738,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-22,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-22 nucleocapsid protein (N) gene, complete cds"
MT797739,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK06-23,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E isolate HK06-23 nucleocapsid protein (N) gene, complete cds"
MT797740,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK06-24,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E isolate HK06-24 nucleocapsid protein (N) gene, complete cds"
MT797741,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK06-25,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E isolate HK06-25 nucleocapsid protein (N) gene, complete cds"
MT797742,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK06-26,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E isolate HK06-26 nucleocapsid protein (N) gene, complete cds"
MT797743,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK06-27,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E isolate HK06-27 nucleocapsid protein (N) gene, complete cds"
MT797744,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK06-28,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E isolate HK06-28 nucleocapsid protein (N) gene, complete cds"
MT797745,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK06-29,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E isolate HK06-29 nucleocapsid protein (N) gene, complete cds"
